LoanID,DisbursedAmount,TermMonths,InterestRate,AnnualTurnover,DSCR,BureauScore,Sector,CollateralValue,PastDelinquencies,YearsInBusiness,LoanPurpose,State,ProprietorGender,MonthsOnBook,Defaulted
MSME101952,448000.0,24,15.21,2252000.0,0.81,667,Retail Trade,316000.0,0,5.4,Purchase of new machinery to expand production capacity,Punjab,Male,54,1
MSME101953,289000.0,24,14.35,663000.0,1.67,671,Retail Trade,118000.0,1,3.3,Emergency funds after delayed receivables from buyers,Maharashtra,Female,31,0
MSME101954,891000.0,36,12.95,5190000.0,0.76,644,IT Services,1115000.0,1,4.3,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,12,0
MSME101955,378000.0,48,11.47,1079000.0,1.33,831,Retail Trade,526000.0,1,11.2,Expand textile weaving unit with additional looms,West Bengal,Male,43,0
MSME101956,675000.0,84,18.37,3701000.0,1.11,646,IT Services,1178000.0,1,3.6,Open a second retail outlet in the district,Tamil Nadu,Male,18,0
MSME101957,1780000.0,60,17.76,6807000.0,1.53,639,Logistics,2060000.0,2,2.9,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Male,47,0
MSME101958,522000.0,36,9.25,2095000.0,1.12,699,Construction,508000.0,0,3.9,Upgrade delivery fleet and cold-storage units,West Bengal,Male,50,0
MSME101959,253000.0,48,13.42,1169000.0,1.21,772,Construction,270000.0,0,3.9,Refinance existing high-interest debt and consolidate dues,Maharashtra,Female,8,0
MSME101960,345000.0,60,12.94,1397000.0,0.56,721,Logistics,132000.0,0,5.9,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,13,0
MSME101961,464000.0,36,14.64,2487000.0,1.67,693,Textiles,558000.0,0,2.0,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Male,37,0
MSME101962,329000.0,84,11.2,1106000.0,0.36,626,Manufacturing,264000.0,1,4.2,Expand textile weaving unit with additional looms,Gujarat,Male,14,0
MSME101963,843000.0,24,11.09,2400000.0,1.46,689,Logistics,917000.0,2,4.9,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,59,1
MSME101964,1042000.0,36,12.31,3336000.0,0.91,736,Retail Trade,569000.0,2,3.9,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,24,0
MSME101965,423000.0,24,13.31,812000.0,1.0,637,Agriculture,305000.0,0,4.8,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,11,0
MSME101966,1201000.0,36,10.99,5484000.0,1.15,689,Manufacturing,292000.0,0,5.4,Purchase of new machinery to expand production capacity,Gujarat,Male,7,1
MSME101967,515000.0,24,13.07,2459000.0,0.88,686,Construction,829000.0,0,6.1,Expand textile weaving unit with additional looms,Karnataka,Male,53,0
MSME101968,267000.0,36,18.38,575000.0,1.72,723,Food Processing,434000.0,1,4.9,Emergency funds after delayed receivables from buyers,Karnataka,Female,31,0
MSME101969,502000.0,24,14.37,1760000.0,1.14,628,Textiles,116000.0,0,4.7,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,47,1
MSME101970,436000.0,24,13.59,854000.0,0.73,683,IT Services,281000.0,0,9.8,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,59,0
MSME101971,852000.0,24,19.34,2515000.0,1.16,773,Manufacturing,366000.0,1,4.3,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,58,1
MSME101972,678000.0,24,15.2,1941000.0,0.97,730,Retail Trade,422000.0,0,6.2,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,59,1
MSME101973,579000.0,36,13.76,3463000.0,1.58,695,Manufacturing,794000.0,0,0.3,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Female,46,0
MSME101974,645000.0,48,13.98,2097000.0,0.75,604,Retail Trade,740000.0,1,0.9,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,31,1
MSME101975,2042000.0,24,14.86,11361000.0,3.06,800,Retail Trade,2784000.0,0,5.3,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,25,0
MSME101976,1837000.0,12,18.48,4747000.0,0.75,724,Construction,741000.0,0,6.9,Upgrade delivery fleet and cold-storage units,West Bengal,Female,37,1
MSME101977,863000.0,60,14.21,2225000.0,2.5,664,IT Services,912000.0,0,3.3,Working capital for raw material procurement,Karnataka,Male,11,0
MSME101978,304000.0,36,10.31,791000.0,1.34,761,Retail Trade,402000.0,1,5.1,Upgrade delivery fleet and cold-storage units,Kerala,Female,9,0
MSME101979,516000.0,12,11.11,1572000.0,3.5,514,Manufacturing,353000.0,0,9.5,Upgrade delivery fleet and cold-storage units,Kerala,Female,55,0
MSME101980,574000.0,48,11.5,2964000.0,1.17,650,IT Services,218000.0,1,2.6,Open a second retail outlet in the district,Kerala,Female,49,1
MSME101981,879000.0,36,12.12,3034000.0,0.7,694,IT Services,1571000.0,0,9.6,Expand textile weaving unit with additional looms,Karnataka,Male,26,0
MSME101982,390000.0,60,13.23,1134000.0,0.8,675,Textiles,479000.0,0,6.8,Expand textile weaving unit with additional looms,Kerala,Female,55,0
MSME101983,416000.0,60,17.89,1457000.0,1.62,664,Retail Trade,372000.0,0,1.8,Open a second retail outlet in the district,Punjab,Female,59,0
MSME101984,481000.0,48,11.98,1521000.0,0.79,594,Construction,650000.0,0,2.2,Upgrade delivery fleet and cold-storage units,Kerala,Female,20,1
MSME101985,186000.0,48,12.48,788000.0,1.76,716,Manufacturing,263000.0,0,7.6,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Female,19,0
MSME101986,531000.0,12,16.69,2629000.0,1.5,709,Logistics,224000.0,0,8.8,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,50,1
MSME101987,1012000.0,48,11.89,1962000.0,1.78,719,Retail Trade,909000.0,1,7.2,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,41,1
MSME101988,1061000.0,48,11.31,3396000.0,1.25,657,Logistics,337000.0,1,6.0,Expand textile weaving unit with additional looms,Maharashtra,Female,19,1
MSME101989,512000.0,36,17.97,2742000.0,1.47,610,Logistics,186000.0,0,2.9,Open a second retail outlet in the district,Maharashtra,Female,26,0
MSME101990,416000.0,36,18.53,1525000.0,1.6,661,Retail Trade,739000.0,0,17.2,Open a second retail outlet in the district,Kerala,Male,42,0
MSME101991,1003000.0,36,8.57,2137000.0,3.31,777,Manufacturing,979000.0,0,6.8,Working capital for raw material procurement,Gujarat,Male,9,0
MSME101992,446000.0,12,15.64,2671000.0,1.9,651,Construction,237000.0,0,1.9,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Female,17,1
MSME101993,227000.0,60,14.49,1208000.0,2.03,750,Retail Trade,314000.0,0,7.1,Open a second retail outlet in the district,Karnataka,Female,30,0
MSME101994,244000.0,84,11.41,947000.0,2.85,760,Food Processing,280000.0,1,4.1,Expand textile weaving unit with additional looms,West Bengal,Male,28,0
MSME101995,417000.0,24,15.06,1719000.0,2.16,816,Construction,738000.0,1,13.0,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,39,0
MSME101996,619000.0,36,9.97,3397000.0,1.99,711,Retail Trade,538000.0,2,2.9,Upgrade delivery fleet and cold-storage units,Kerala,Female,56,0
MSME101997,478000.0,36,12.56,2813000.0,1.27,646,Retail Trade,194000.0,1,4.8,Open a second retail outlet in the district,West Bengal,Female,18,1
MSME101998,194000.0,36,16.9,1153000.0,0.55,696,IT Services,218000.0,1,1.9,Working capital for raw material procurement,Karnataka,Male,36,0
MSME101999,365000.0,48,8.0,1565000.0,0.46,760,Construction,453000.0,1,5.5,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Male,15,1
MSME102000,516000.0,48,13.8,3086000.0,0.64,705,Manufacturing,489000.0,1,0.5,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Male,15,0
MSME102001,957000.0,84,13.96,2259000.0,1.53,613,Logistics,412000.0,0,7.5,Working capital for raw material procurement,Gujarat,Female,38,0
MSME102002,349000.0,24,11.85,1660000.0,2.04,781,Construction,383000.0,1,7.5,Emergency funds after delayed receivables from buyers,Maharashtra,Male,50,0
MSME102003,481000.0,48,20.09,1167000.0,1.74,713,IT Services,800000.0,0,6.5,Purchase of new machinery to expand production capacity,West Bengal,Male,44,0
MSME102004,1744000.0,48,16.48,5750000.0,1.91,737,Retail Trade,3107000.0,0,1.3,Refinance existing high-interest debt and consolidate dues,West Bengal,Male,36,0
MSME102005,788000.0,24,13.43,4354000.0,1.37,698,Textiles,371000.0,1,3.2,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,41,1
MSME102006,494000.0,84,11.87,1766000.0,0.89,727,Food Processing,552000.0,2,7.1,Upgrade delivery fleet and cold-storage units,Kerala,Female,24,0
MSME102007,489000.0,48,16.09,1942000.0,1.29,762,Logistics,424000.0,2,6.3,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,53,0
MSME102008,112000.0,48,12.38,424000.0,1.79,635,Construction,96000.0,0,6.4,Open a second retail outlet in the district,Tamil Nadu,Male,40,0
MSME102009,758000.0,36,11.0,2879000.0,1.61,657,Logistics,1267000.0,0,2.2,Expand textile weaving unit with additional looms,Maharashtra,Male,50,0
MSME102010,420000.0,36,13.91,1540000.0,0.99,875,Construction,525000.0,1,3.7,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,1,0
MSME102011,794000.0,36,15.79,3350000.0,1.37,648,IT Services,852000.0,1,6.2,Emergency funds after delayed receivables from buyers,Maharashtra,Male,51,0
MSME102012,1078000.0,84,14.62,6043000.0,0.6,593,Agriculture,1168000.0,2,5.8,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,41,1
MSME102013,521000.0,84,14.46,1415000.0,0.74,673,Food Processing,549000.0,0,4.5,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,31,0
MSME102014,312000.0,48,13.94,737000.0,0.88,742,Retail Trade,470000.0,2,0.9,Expand textile weaving unit with additional looms,Kerala,Female,56,0
MSME102015,189000.0,12,12.29,606000.0,1.75,670,Retail Trade,283000.0,0,4.5,Expand textile weaving unit with additional looms,Gujarat,Female,40,0
MSME102016,605000.0,24,12.38,964000.0,0.7,717,Retail Trade,1037000.0,1,1.7,Purchase of new machinery to expand production capacity,Gujarat,Female,2,0
MSME102017,651000.0,60,15.68,1495000.0,0.93,693,Textiles,341000.0,1,4.0,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Male,56,1
MSME102018,1288000.0,60,12.75,6434000.0,1.44,779,Agriculture,1133000.0,1,8.6,Working capital for raw material procurement,Kerala,Male,5,0
MSME102019,717000.0,24,13.99,2500000.0,0.45,728,IT Services,476000.0,1,11.7,Working capital for raw material procurement,Uttar Pradesh,Female,9,0
MSME102020,1066000.0,48,13.9,1950000.0,2.02,741,Agriculture,1111000.0,0,2.3,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,26,0
MSME102021,817000.0,60,14.12,1421000.0,1.94,600,Construction,183000.0,0,0.8,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,13,1
MSME102022,151000.0,36,12.08,796000.0,1.42,685,Textiles,122000.0,2,3.7,Refinance existing high-interest debt and consolidate dues,Gujarat,Female,57,1
MSME102023,1109000.0,84,13.14,2679000.0,0.57,625,Retail Trade,1534000.0,1,2.8,Refinance existing high-interest debt and consolidate dues,Kerala,Female,42,1
MSME102024,646000.0,48,11.25,1253000.0,0.6,760,Retail Trade,639000.0,0,3.7,Refinance existing high-interest debt and consolidate dues,Gujarat,Female,49,1
MSME102025,2455000.0,24,10.04,5487000.0,1.14,595,Manufacturing,3331000.0,1,13.9,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,56,0
MSME102026,235000.0,12,14.55,1071000.0,1.07,674,Logistics,408000.0,1,7.4,Open a second retail outlet in the district,Uttar Pradesh,Male,52,0
MSME102027,574000.0,24,14.32,1893000.0,1.58,810,Manufacturing,196000.0,0,5.8,Emergency funds after delayed receivables from buyers,Maharashtra,Female,43,0
MSME102028,888000.0,36,11.43,4167000.0,0.41,679,Manufacturing,320000.0,0,4.6,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,30,0
MSME102029,284000.0,36,14.14,793000.0,0.41,562,Manufacturing,134000.0,0,6.0,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Male,15,1
MSME102030,749000.0,48,15.59,1785000.0,0.58,742,Manufacturing,1345000.0,1,1.1,Purchase of new machinery to expand production capacity,Tamil Nadu,Female,8,0
MSME102031,104000.0,60,11.31,341000.0,1.14,640,Retail Trade,94000.0,0,5.4,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,38,1
MSME102032,2155000.0,24,12.03,6812000.0,2.61,657,Manufacturing,2762000.0,0,1.8,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,34,0
MSME102033,1069000.0,24,14.66,1768000.0,0.66,560,Retail Trade,1187000.0,0,1.2,Refinance existing high-interest debt and consolidate dues,Kerala,Male,10,1
MSME102034,532000.0,12,17.05,1831000.0,1.78,637,Manufacturing,533000.0,0,1.4,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,19,0
MSME102035,524000.0,36,14.44,2675000.0,1.77,655,IT Services,279000.0,1,14.2,Expand textile weaving unit with additional looms,Karnataka,Female,23,0
MSME102036,230000.0,36,14.6,461000.0,0.84,613,Construction,331000.0,2,2.6,Expand textile weaving unit with additional looms,West Bengal,Female,30,1
MSME102037,206000.0,48,9.47,615000.0,2.14,779,Construction,220000.0,2,5.0,Expand textile weaving unit with additional looms,Tamil Nadu,Male,49,0
MSME102038,1657000.0,60,14.35,4948000.0,1.44,573,Retail Trade,1661000.0,0,14.4,Expand textile weaving unit with additional looms,Punjab,Male,27,1
MSME102039,505000.0,36,16.71,1758000.0,1.21,761,Agriculture,825000.0,0,9.4,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Male,14,0
MSME102040,716000.0,48,16.15,1750000.0,0.36,669,Textiles,180000.0,0,7.1,Expand textile weaving unit with additional looms,Punjab,Male,28,0
MSME102041,268000.0,12,14.73,540000.0,1.04,682,Manufacturing,317000.0,0,10.2,Expand textile weaving unit with additional looms,Maharashtra,Female,51,0
MSME102042,688000.0,36,16.94,1764000.0,2.31,769,Textiles,423000.0,1,1.7,Working capital for raw material procurement,Maharashtra,Female,28,0
MSME102043,901000.0,36,10.22,2733000.0,1.5,636,Construction,1591000.0,2,8.6,Upgrade delivery fleet and cold-storage units,Maharashtra,Female,17,0
MSME102044,101000.0,12,14.58,275000.0,1.33,744,Food Processing,178000.0,0,5.7,Expand textile weaving unit with additional looms,Uttar Pradesh,Female,27,0
MSME102045,102000.0,36,11.92,427000.0,0.81,644,IT Services,99000.0,0,5.4,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,16,0
MSME102046,685000.0,60,15.94,1964000.0,1.93,713,Retail Trade,198000.0,2,3.2,Purchase of new machinery to expand production capacity,Kerala,Male,33,1
MSME102047,77000.0,24,13.51,131000.0,2.09,858,Manufacturing,26000.0,0,15.1,Refinance existing high-interest debt and consolidate dues,Punjab,Male,55,0
MSME102048,1063000.0,24,13.09,3554000.0,1.33,714,Logistics,1587000.0,0,1.8,Upgrade delivery fleet and cold-storage units,Gujarat,Male,41,0
MSME102049,458000.0,60,16.48,2457000.0,0.74,685,Retail Trade,167000.0,0,4.7,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,32,0
MSME102050,817000.0,36,13.08,3145000.0,0.89,716,Textiles,354000.0,0,5.1,Open a second retail outlet in the district,Punjab,Male,1,1
MSME102051,776000.0,24,10.35,4305000.0,1.37,691,Retail Trade,1318000.0,1,4.1,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,24,0
MSME102052,368000.0,60,16.28,1089000.0,0.84,645,Textiles,141000.0,1,3.7,Expand textile weaving unit with additional looms,West Bengal,Female,53,1
MSME102053,317000.0,36,18.16,1043000.0,1.17,611,Retail Trade,313000.0,0,3.6,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,42,0
MSME102054,793000.0,36,16.76,2405000.0,1.14,639,Textiles,1094000.0,1,3.4,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,15,1
MSME102055,261000.0,36,13.89,1097000.0,2.42,587,IT Services,276000.0,0,3.3,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Male,39,0
MSME102056,2823000.0,24,16.02,7077000.0,1.36,731,Manufacturing,4952000.0,1,1.4,Expand textile weaving unit with additional looms,Tamil Nadu,Male,40,0
MSME102057,331000.0,36,11.68,1921000.0,0.5,665,Textiles,300000.0,0,2.1,Emergency funds after delayed receivables from buyers,Maharashtra,Male,37,1
MSME102058,395000.0,60,9.62,912000.0,1.41,725,Construction,143000.0,1,14.9,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Male,24,0
MSME102059,385000.0,48,13.91,1862000.0,1.0,746,Logistics,431000.0,0,3.4,Upgrade delivery fleet and cold-storage units,Punjab,Male,39,0
MSME102060,246000.0,60,14.33,891000.0,1.4,605,Manufacturing,396000.0,0,5.5,Refinance existing high-interest debt and consolidate dues,West Bengal,Female,58,0
MSME102061,1111000.0,36,13.04,3493000.0,2.16,828,Food Processing,452000.0,1,19.8,Open a second retail outlet in the district,Maharashtra,Male,5,0
MSME102062,287000.0,24,12.54,1399000.0,0.4,674,Logistics,414000.0,1,1.3,Working capital for raw material procurement,Tamil Nadu,Male,57,1
MSME102063,377000.0,60,12.08,1733000.0,0.72,787,IT Services,616000.0,0,13.4,Purchase of new machinery to expand production capacity,Maharashtra,Male,27,0
MSME102064,558000.0,24,12.71,1147000.0,1.26,574,Agriculture,650000.0,0,3.5,Purchase of new machinery to expand production capacity,Gujarat,Female,17,1
MSME102065,795000.0,84,13.69,4049000.0,3.38,734,Construction,868000.0,1,6.0,Open a second retail outlet in the district,Uttar Pradesh,Female,44,0
MSME102066,609000.0,12,9.06,2708000.0,1.3,723,Logistics,837000.0,1,2.4,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Female,28,0
MSME102067,359000.0,60,13.86,1637000.0,0.44,795,Retail Trade,116000.0,1,2.6,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,52,0
MSME102068,2518000.0,36,14.15,8869000.0,3.5,645,Textiles,3132000.0,1,9.4,Open a second retail outlet in the district,Gujarat,Male,7,0
MSME102069,1129000.0,12,16.1,2960000.0,1.02,841,Retail Trade,791000.0,0,3.6,Working capital for raw material procurement,Karnataka,Male,33,0
MSME102070,981000.0,36,15.5,2929000.0,2.23,653,Manufacturing,1137000.0,2,2.4,Upgrade delivery fleet and cold-storage units,Punjab,Female,52,0
MSME102071,298000.0,36,12.03,837000.0,1.49,595,Agriculture,173000.0,1,5.6,Emergency funds after delayed receivables from buyers,Kerala,Male,9,1
MSME102072,926000.0,84,17.64,4527000.0,1.85,649,Food Processing,382000.0,2,4.3,Open a second retail outlet in the district,Uttar Pradesh,Male,56,1
MSME102073,262000.0,48,8.0,975000.0,0.32,551,IT Services,306000.0,0,5.5,Refinance existing high-interest debt and consolidate dues,Kerala,Male,3,0
MSME102074,1655000.0,24,15.43,3118000.0,1.98,682,Retail Trade,1095000.0,1,3.3,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,36,0
MSME102075,1850000.0,36,14.61,8701000.0,0.3,653,Agriculture,2338000.0,0,0.3,Purchase of new machinery to expand production capacity,Tamil Nadu,Female,37,1
MSME102076,1227000.0,12,12.38,2654000.0,1.87,801,Construction,354000.0,2,4.0,Emergency funds after delayed receivables from buyers,Kerala,Male,10,0
MSME102077,450000.0,36,9.44,2456000.0,0.48,752,IT Services,675000.0,0,2.3,Purchase of new machinery to expand production capacity,West Bengal,Male,53,0
